,comment,type,sentiment
8812,great teacher onizuka!,opinion,positive
8813,me just kidding and joking laughing out loud hahaha oops,emotional,positive
8814,who&#39;s here after the ceo affair,question,neutral
8815,who love india,emotional,positive
8816,someone present in august 2025?,question,neutral
8817,wonderfull song i liked it significant other much,opinion,positive
8818,who is in 2050,question,neutral
8819,who is watching in 2025,question,neutral
8820,1:45 the legendary line starts from here...legend itachi uchiha,opinion,positive
8821,sumon thaka taka piymuo.amran hosen( sumon) 0:20,informative,neutral
8822,sumon thaka taka piymuo.,emotional,neutral
8823,anyone 10.08 2025,informative,neutral
8824,anyone 10 -08-2025,informative,neutral
8825,rang de basanti,informative,neutral
8826,"foreign women go to india after seeing these amazing holi colors, end up getting groped by the crowd of boys.",opinion,negative
8827,2025 and a 1/2?,question,neutral
8828,this is a great song,opinion,positive
8829,who is listen in september 2025,question,neutral
8830,temon,emotional,neutral
8831,2025,informative,neutral
8832,who listening 1 jan 2026,question,neutral
8833,me 2025,informative,neutral
8834,"who is watching after august 10, 2025?",question,neutral
8835,understand 0% vibed 100%,emotional,positive
8836,who&#39;s listening this masterpiece in august 2025,question,neutral
8837,"the beyonce part got me chills, where she sings lalalala significant other high significant other high ... best part",emotional,positive
8838,one song 1m memories,informative,neutral
8839,me listen and speak for but my heart imosnal,emotional,negative
8840,today from india,informative,neutral
8841,10 august 2025,informative,neutral
8842,magical words by cold play still same vide,opinion,positive
8843,i&#39;m in 2030 and i am still vibing,emotional,positive
8844,thanku understanding our culture. love from india,emotional,positive
8845,ช่วงนี้ออ๊ฟทำงานก่อสร้างที่ข้างบ่อนไก่ชนอยู่ครับไปทำงานได้สองวันแล้วครับผม,informative,neutral
8846,favorite song,informative,neutral
8847,anyone 9th august 2025,informative,neutral
8848,hah?? 2016 is 9 years ago,emotional,negative
8849,rock this song,opinion,positive
8850,legend song,informative,neutral
8851,love from northeast india assam,emotional,positive
8852,love from south africa,emotional,positive
8853,who is listening in december 2025?,question,neutral
8854,why’s thunder thigh beyonce in this?,question,neutral
8855,who&#39;s in august 2025 ?,question,neutral
8856,from bangladesh,informative,neutral
8857,motivation 100% emotional 100%,emotional,positive
8858,2025,informative,neutral
8859,still fabulous,opinion,positive
8860,song,informative,neutral
8861,after 9 years this masterpiece never changes,opinion,positive
8862,i still listen,informative,neutral
8863,8-9-25,informative,neutral
8864,who in 2025??,question,neutral
8865,من عمري 11سنة لهسة ممال من هاي الاغنية خصوصا بفصل الشتاء جووي,opinion,positive
8866,some great vibes that this music is bringing,opinion,positive
8867,anyone in 09-08-2025,informative,neutral
8868,"jai shree ram song,",informative,neutral
8869,like this,opinion,positive
8870,amazing 0:35,opinion,positive
8871,india&#39;s best scenic captcher,informative,positive
8872,"awesome 2025, first time",opinion,positive
8873,"if beyoncé cared about streams, she would make sure her name was credited. what a legend!",opinion,positive
8874,proud to be an indian,emotional,positive
8875,this song &lt;3,emotional,positive
8876,streets of mumbai,informative,neutral
8877,2026 people we got this,emotional,positive
8878,who is listening today and now.....,question,neutral
8879,1:34,informative,neutral
8880,significant other much energy,informative,neutral
8881,anyone watching this 2025,question,neutral
8882,just wow,emotional,positive
8883,respect from malawi,emotional,positive
8884,india vs india,informative,neutral
8885,1981 anyone??,question,neutral
8886,when he showed india,emotional,neutral
8887,those trace urban days in dstv.....southafrica,informative,neutral
8888,dfvv,informative,neutral
8889,i was just about to go back to my work until i hear the first lyric and instantly remembered it,emotional,positive
8890,lovely,emotional,positive
8891,who listen in august 2025,question,neutral
8892,completely shooted on indian scenario,opinion,neutral
8893,imosnal,informative,neutral
8894,tm,informative,neutral
8895,who listen in 7th august 2025,question,neutral
8896,"please guys believe me go to north pole i’m there someone kitnapped me instant message a billionaire if you help me i will give you 100,000$ please help",informative,negative
8897,給看這個留言的你你是有價值帥哥美女是漂亮大天使我非常尊敬佩服你鞠躬你有能力做你下定決心要做的一切祝你每天微笑祝你堅強為夢想努力事事順利 祝你健康平安一生平安祝你的日子都會充滿快樂和愛 上帝保佑你,emotional,positive
8898,من سوريا احبك,emotional,positive
8899,soosoo soo proud of being indian i saw this man at shiv temple first timee,emotional,positive
8900,15m likes!!,informative,positive
8901,it just now cross 15m likes now i was just listening,informative,neutral
8902,anyone randomly watching old songs?,question,neutral
8903,kon 2025 mien sunraha hai,informative,neutral
8904,its been 9 years and still we are listening,emotional,neutral
8905,აუ კაია რაა.2025.,emotional,neutral
8906,august 06 2025,informative,neutral
8907,huyyy bat ngayon ko lang nalaman na si beyonce pala yan kala talaga namin si rita ora,informative,neutral
8908,love azerbaijan from baku,emotional,positive
8909,احَب هلأغنيهه بشكل يَنتابني شعَور عند سمَاعهاا بلحَنين للمَاضي احَبها واحَب هلشعور.,emotional,positive
8910,beyoncé,informative,neutral
8911,who&#39;s here 6 august 2025,informative,neutral
8912,thank you brother,emotional,positive
8913,"listening this from a long time but today i fells the deepnes and phiilosophical and devotiona aspect of this lryics ,may be its onlyy my view",opinion,positive
8914,colleges songs for me,informative,neutral
8915,beyoncé não está creditada?,question,neutral
8916,who listen to day,question,neutral
8917,who is here in 2025 for this masterpiece,emotional,positive
8918,"i dunno why but i cried to this. i just dont know, tears just flowed. proud to be indian",emotional,positive
8919,2025...?,informative,neutral
8920,instant message listening to this high and trust me its a masterpiece,opinion,positive
8921,lowkey sounds like hymn for the weekend by coldplay in the bridge,opinion,neutral
8922,love india from greece,emotional,positive
8923,who&#39;s listening in april 2030,question,neutral
8924,this is me coldplay,informative,neutral
8925,i love lindia for lindia,emotional,positive
8926,6 august 2025,informative,neutral
8927,very bad don&#39;t listen music,opinion,negative
8928,this is the worst thing i have ever heard,opinion,negative
8929,#blunts,informative,neutral
8930,"মমতার থেকে বেশি মরিয়া বিচিপি নিজেই, আমার ভোট দিয়ে করবো কি, অশিক্ষিত হিন্দিবলা নেতা গুলো বালছাল বকে ঠিকই মমতাকে জেতাবে",opinion,negative
8931,some songs can never be forgotten,opinion,positive
8932,timeless masterpiece,opinion,positive
8933,2025 rồi có ai là người việt nam không?,question,neutral
8934,hari isnin,informative,neutral
8935,"2025, anyone?",question,neutral
8936,"everytime i heard this song, my heart feels better",emotional,positive
8937,well india is always a masterpiece after 9 years toooooooooooooooooooooooooooooooooooooo,opinion,positive
8938,anyone 2025,informative,neutral
8939,love from indiaaa,emotional,positive
8940,i listen because i feel i am in india,emotional,positive
8941,legend sih ini,opinion,positive
8942,ฟิ้นเป็นของคุณหนุ่มชญานนท์,opinion,neutral
8943,any one 2025 to2025,informative,neutral
8944,indian culture,informative,neutral
8945,7/10,informative,neutral
8946,this song makes me feel like the world is just a small problem and that happiness will come and go with time.,emotional,positive
