clean_comment_v1,clean_comment_v2,sentiment,type
দয়া করে ছোট ভাইদের চ্যানেল টা subscribed করুন বড় ভাইরা আমাদের এই খাণ থেকে কিছু আয় হলে পড়ার খরচ চালাতে সাহায্য হবে দয়া করে ছোট ভাইদের এই উপকারটা করুণ,দয়া ভাই চ্যানেল subscrib করুন বড় ভাইরা খাণ আয় পড় খরচ চালা সাহায্য দয়া ভাই উপকারটা করুণ,2,0
bikrampur express,bikrampur express,1,0
bikrampur express,bikrampur express,1,0
topic ta kisu kora niye haaa private theke pore deshe bekarer songkha onk besi jkhne public e etar songkha ekdom e,topic ta kisu kora niy haaa privat theke pore desh bekar songkha onk besi jkhne public e etar songkha ekdom e,0,0
topic ta kisu kora niye haaa private theke pore deshe bekarer songkha onk besi jkhne public e etar songkha ekdom e,topic ta kisu kora niy haaa privat theke pore desh bekar songkha onk besi jkhne public e etar songkha ekdom e,1,0
razwan siam bro apnar facebook account ta diben kicu khota ace apnar please,razwan siam bro apnar facebook account ta diben kicu khota ace apnar pleas,1,0
vi public university ar akta mullo aca,vi public univers ar akta mullo aca,2,0
razwan siam এই কারণে পড়া বানানটাও বেটা শুদ্ধ করে লিখতে পারস নাআরে বেটা পাবলিক বানানটা আলাদা হবেসংযুক্ত হবে নাএইবার তো বুঝলি তোদের জায়গা পাবলিক বিশ্ববিদ্যালয়ে কেন হয়নাআবাল ঘরের আবাল,razwan siam কারণে পড়া বানান বেটা শুদ্ধ লিখ পারস নাআরে বেটা পাবলিক বানান আলাদা হবেসংযুক্ত নাএইব বুঝ তোদের জায়গা পাবলিক বিশ্ববিদ্যালয় হয়নাআবাল ঘর আবাল,0,0
razwan siam এই কারণে পড়া বানানটাও বেটা শুদ্ধ করে লিখতে পারস নাআরে বেটা পাবলিক বানানটা আলাদা হবেসংযুক্ত হবে নাএইবার তো বুঝলি তোদের জায়গা পাবলিক বিশ্ববিদ্যালয়ে কেন হয়নাআবাল ঘরের আবাল,razwan siam কারণে পড়া বানান বেটা শুদ্ধ লিখ পারস নাআরে বেটা পাবলিক বানান আলাদা হবেসংযুক্ত নাএইব বুঝ তোদের জায়গা পাবলিক বিশ্ববিদ্যালয় হয়নাআবাল ঘর আবাল,0,0
oasis rio ভিডিও নিয়ে লিখতে হলে আলাদা কমেন্ট করতাম ব্রো রিপ্লাই দিতাম নাহ,oasi rio ভিডি লিখ আলাদা কমেন্ট করতাম ব্রো রিপ্লা দিতাম নাহ,0,0
lionel messi right bro,lionel messi right bro,2,0
farabi mahin রাইট,farabi mahin রাইট,1,0
your decision is good,decis good,2,0
একজন ভাই জাতীয় বিশ্ববিদ্যালয় নিয়ে একটু ত্যানাপ্যাচাল করছে জাতীয় নিয়ে কোন bad comment করবেন না বাপের লাখ টাকা অার স্যারদের দেয়া সাজেসন্সে পড়ি না নিজে কষ্ট করে পড়াশোনা করে রেজাল্ট করছি হ্যা অামি মানি যারা পাবলিকে চান্স পায়না বা অপেক্ষা তালিকায় থেকে বাদ পড়ে যায় তারাই জাতীয় বিশ্ববিদ্যালয় তে পড়ে যাদের মেধা অাছে অার্থিক অবস্থা ভালো না বা কেউ যেনো কোনদিন বলতে না পারে বাপের টাকা দিয়া পড়ছি জাতীয়তে পড়তেও প্রতিযোগিতা করতে হয় রিংকু সাহা ঢাকা কলেজ ২০১০১১ হিঃবি,একজন ভাই জাতীয় বিশ্ববিদ্যালয় একটু ত্যানাপ্যাচাল জাতীয় bad comment না বাপ লাখ টাকা অার স্যার দেয়া সাজেসন্সে পড়ি না কষ্ট পড়াশোনা রেজাল্ট কর হ্যা অামি মানি পাব চান্স পায়না অপেক্ষা তালিকায় পড়ে যায় তারা জাতীয় বিশ্ববিদ্যালয় তে পড়ে মেধা অাছ অার্থিক ভালো না যেনো কোনদিন না বাপ টাকা দিয়া পড় জাতীয় পড়তে প্রতিযোগিতা রিংকু সাহা ঢাকা কলেজ হিঃবি,2,0
